"quadrat","project_year","year","month","species","count","cover","form","category","present","day"
"L2",1949,1949,8,"ALIN",1,2.5e-05,"FORB","PerennialForb",1,25
"L2",1949,1949,8,"BOER4",34,0.03591635,"GRASS","Cover",1,25
"L2",1949,1949,8,"CRPO5",4,1e-04,"FORB","PerennialForb",1,25
"L2",1949,1949,8,"ERIOG",1,2.5e-05,"","",1,25
"L2",1951,1951,8,"BOER4",15,0.0091025,"GRASS","Cover",1,31
"L2",1951,1951,8,"CRPO5",3,7.5e-05,"FORB","PerennialForb",1,31
"L2",1952,1952,10,"BOER4",1,0.001332,"GRASS","Cover",1,10
"L2",1952,1952,10,"CRPO5",4,1e-04,"FORB","PerennialForb",1,10
"L2",1956,1956,8,NA,NA,NA,NA,NA,0,14
"L2",1957,1957,8,NA,NA,NA,NA,NA,0,6
"L2",1958,1958,11,NA,NA,NA,NA,NA,0,4
"L2",1960,1960,8,NA,NA,NA,NA,NA,0,25
"L2",1968,1968,8,"CRPO5",3,7.5e-05,"FORB","PerennialForb",1,20
"L2",1975,1975,8,"SPORO",7,0.1044065,"GRASS","Cover",1,7
"L2",1976,1976,8,"CRPO5",2,5e-05,"FORB","PerennialForb",1,2
"L2",1976,1976,8,"SPORO",16,0.068781,"GRASS","Cover",1,2
"L2",1977,1977,8,"CRPO5",1,2.5e-05,"FORB","PerennialForb",1,11
"L2",1977,1977,8,"SPORO",9,0.1253645,"GRASS","Cover",1,11
"L2",1995,1995,10,"CRPO5",33,0.000825,"FORB","PerennialForb",1,12
"L2",1995,1995,10,"SPORO",32,8e-04,"GRASS","Cover",1,12
"L2",2001,2001,10,"CRPO5",4,1e-04,"FORB","PerennialForb",1,17
"L2",2006,2006,11,"CRPO5",21,0.000525,"FORB","PerennialForb",1,30
"L2",2011,2011,11,"CRPO5",4,1e-04,"FORB","PerennialForb",1,17
"L2",2011,2011,11,"SOEL",1,2.5e-05,"FORB","PerennialForb",1,17
"L2",2016,2016,10,"CRPO5",3,7.5e-05,"FORB","PerennialForb",1,12
"L2",2016,2016,10,"SOEL",1,2.5e-05,"FORB","PerennialForb",1,12
"L3",1916,1916,9,"BOER4",1,0.000235,"GRASS","Cover",1,11
"L3",1916,1916,9,"SCBR2",67,0.03378635,"GRASS","Cover",1,11
"L3",1918,1918,9,"SCBR2",87,0.02407135,"GRASS","Cover",1,11
"L3",1919,1919,9,"SCBR2",215,0.03829962,"GRASS","Cover",1,27
"L3",1920,1920,10,"SCBR2",116,0.0516693,"GRASS","Cover",1,21
"L3",1921,1921,10,"SCBR2",124,0.05097541,"GRASS","Cover",1,6
"L3",1922,1922,11,"SCBR2",53,0.01702245,"GRASS","Cover",1,4
"L3",1923,1923,10,"SCBR2",103,0.03899449,"GRASS","Cover",1,27
"L3",1924,1924,10,"SCBR2",157,0.07937322,"GRASS","Cover",1,22
"L3",1925,1925,11,"SCBR2",159,0.03423965,"GRASS","Cover",1,3
"L3",1928,1928,8,"SCBR2",139,0.17440421,"GRASS","Cover",1,14
"L3",1929,1929,9,"SCBR2",93,0.25364227,"GRASS","Cover",1,6
"L3",1930,1930,9,"SCBR2",108,0.20129435,"GRASS","Cover",1,3
"L3",1931,1931,9,"ERIOG",2,5e-05,"","",1,19
"L3",1931,1931,9,"SCBR2",145,0.30023949,"GRASS","Cover",1,19
"L3",1932,1932,11,"SCBR2",96,0.27437859,"GRASS","Cover",1,4
"L3",1933,1933,10,"SCBR2",96,0.29210738,"GRASS","Cover",1,30
"L3",1934,1934,10,"SCBR2",119,0.15631259,"GRASS","Cover",1,2
"L3",1935,1935,10,"SCBR2",245,0.11304138,"GRASS","Cover",1,30
"L3",1936,1936,10,"SCBR2",280,0.20030235,"GRASS","Cover",1,9
"L3",1937,1937,10,"SCBR2",228,0.20842397,"GRASS","Cover",1,29
"L3",1938,1938,9,"SCBR2",163,0.1750206,"GRASS","Cover",1,15
"L3",1939,1940,1,"SCBR2",155,0.17735804,"GRASS","Cover",1,4
"L3",1940,1941,4,"SCBR2",153,0.21069414,"GRASS","Cover",1,16
"L3",1942,1943,1,"PLMU3",1,0.00686965,"GRASS","Cover",1,29
"L3",1942,1943,1,"SCBR2",70,0.3734211,"GRASS","Cover",1,29
"L3",1943,1943,10,"PLMU3",1,0.0156316,"GRASS","Cover",1,29
"L3",1943,1943,10,"SCBR2",116,0.23195956,"GRASS","Cover",1,29
"L3",1944,1944,9,"PLMU3",1,0.01244505,"GRASS","Cover",1,12
"L3",1944,1944,9,"SCBR2",157,0.20429625,"GRASS","Cover",1,12
"L3",1945,1945,9,"PLMU3",1,0.00824729,"GRASS","Cover",1,25
"L3",1945,1945,9,"SCBR2",112,0.31364233,"GRASS","Cover",1,25
"L3",1946,1947,2,"PLMU3",4,0.0106414,"GRASS","Cover",1,13
"L3",1946,1947,2,"SCBR2",118,0.23691345,"GRASS","Cover",1,13
"L3",1947,1948,1,"PLMU3",9,0.00409571,"GRASS","Cover",1,23
"L3",1947,1948,1,"SCBR2",150,0.18271232,"GRASS","Cover",1,23
"L3",1949,1949,8,"PLMU3",7,0.00679403,"GRASS","Cover",1,26
"L3",1949,1949,8,"SCBR2",178,0.11704672,"GRASS","Cover",1,26
"L3",1951,1951,8,"PLMU3",5,0.0016481,"GRASS","Cover",1,31
"L3",1951,1951,8,"SCBR2",151,0.16960456,"GRASS","Cover",1,31
"L3",1952,1952,10,"PLMU3",4,0.01321934,"GRASS","Cover",1,10
"L3",1952,1952,10,"SCBR2",145,0.10935121,"GRASS","Cover",1,10
"L3",1954,1954,11,"PLMU3",2,0.001497,"GRASS","Cover",1,29
"L3",1954,1954,11,"SCBR2",34,0.0237596,"GRASS","Cover",1,29
"L3",1956,1956,8,"PLMU3",2,0.00354125,"GRASS","Cover",1,14
"L3",1956,1956,8,"SCBR2",53,0.04298799,"GRASS","Cover",1,14
"L3",1957,1957,8,"PLMU3",4,0.00583375,"GRASS","Cover",1,6
"L3",1957,1957,8,"SCBR2",61,0.05277665,"GRASS","Cover",1,6
"L3",1958,1958,11,"PLMU3",3,0.0043315,"GRASS","Cover",1,4
"L3",1958,1958,11,"SCBR2",62,0.13884695,"GRASS","Cover",1,4
"L3",1960,1960,8,"PLMU3",2,0.0180265,"GRASS","Cover",1,26
"L3",1960,1960,8,"SCBR2",61,0.23392258,"GRASS","Cover",1,26
"L3",1966,1966,10,"PLMU3",3,0.0977205,"GRASS","Cover",1,18
"L3",1966,1966,10,"SCBR2",72,0.22979014,"GRASS","Cover",1,18
"L3",1968,1968,8,"PLMU3",2,0.09466215,"GRASS","Cover",1,20
"L3",1968,1968,8,"SCBR2",57,0.23032386,"GRASS","Cover",1,20
"L3",1970,1970,8,"PLMU3",1,0.093857,"GRASS","Cover",1,14
"L3",1970,1970,8,"SCBR2",65,0.13433244,"GRASS","Cover",1,14
"L3",1971,1971,8,"PLMU3",1,0.1317936,"GRASS","Cover",1,17
"L3",1971,1971,8,"SCBR2",62,0.1440245,"GRASS","Cover",1,17
"L3",1975,1975,8,"PLMU3",1,0.20314192,"GRASS","Cover",1,7
"L3",1975,1975,8,"SCBR2",27,0.18299647,"GRASS","Cover",1,7
"L3",1976,1976,8,"HOFFM",7,0.000175,"","",1,3
"L3",1976,1976,8,"PLMU3",1,0.099301,"GRASS","Cover",1,3
"L3",1976,1976,8,"SCBR2",55,0.17043707,"GRASS","Cover",1,3
"L3",1977,1977,8,"PLMU3",1,0.224356,"GRASS","Cover",1,12
"L3",1977,1977,8,"SCBR2",22,0.15986965,"GRASS","Cover",1,12
"L3",1995,1995,10,"HOFFM",1,2.5e-05,"","",1,12
"L3",1995,1995,10,"PHAU13",4,1e-04,"FORB","PerennialForb",1,12
"L3",1995,1995,10,"PLMU3",25,0.033096155669597,"GRASS","Cover",1,12
"L3",1995,1995,10,"SCBR2",36,0.018382802814858,"GRASS","Cover",1,12
"L3",2001,2001,10,"EUPHO",1,2.5e-05,"","",1,17
"L3",2001,2001,10,"HOFFM",6,0.00015,"","",1,17
"L3",2001,2001,10,"PHAU13",11,0.000275,"FORB","PerennialForb",1,17
"L3",2001,2001,10,"PLMU3",39,0.041127661111529,"GRASS","Cover",1,17
"L3",2001,2001,10,"SCBR2",27,0.034036727400633,"GRASS","Cover",1,17
"L3",2006,2006,11,"HOFFM",5,0.000125,"","",1,29
"L3",2006,2006,11,"PLMU3",12,0.013574235013449,"GRASS","Cover",1,29
"L3",2006,2006,11,"SCBR2",150,0.048897234918172,"GRASS","Cover",1,29
"L3",2006,2006,11,"SPHAE",2,5e-05,"","",1,29
"L3",2011,2011,11,"PLMU3",22,0.018203150018818,"GRASS","Cover",1,17
"L3",2011,2011,11,"SCBR2",46,0.010533580007871,"GRASS","Cover",1,17
"L3",2016,2016,10,"PHEME",1,2.5e-05,"","",1,12
"L3",2016,2016,10,"PLMU3",32,0.030995190031569,"GRASS","Cover",1,12
"L3",2016,2016,10,"SCBR2",63,0.030016839982041,"GRASS","Cover",1,12
"L3A",1929,1929,9,"SCBR2",35,0.019017,"GRASS","Cover",1,6
"L3A",1930,1930,9,"SCBR2",35,0.0292855,"GRASS","Cover",1,3
"L3A",1931,1931,9,"SCBR2",92,0.07696725,"GRASS","Cover",1,19
"L3A",1932,1932,11,"SCBR2",86,0.10547786,"GRASS","Cover",1,4
"L3A",1933,1933,10,"SCBR2",108,0.13559114,"GRASS","Cover",1,30
"L3A",1934,1934,10,"SCBR2",98,0.08754144,"GRASS","Cover",1,2
"L3A",1935,1935,10,"DANA",3,7.5e-05,"FORB","PerennialForb",1,30
"L3A",1935,1935,10,"SCBR2",133,0.04553211,"GRASS","Cover",1,30
"L3A",1936,1936,10,"ASTRA",2,5e-05,"","",1,9
"L3A",1936,1936,10,"SCBR2",221,0.12854163,"GRASS","Cover",1,9
"L3A",1937,1937,10,"ASTRA",1,2.5e-05,"","",1,29
"L3A",1937,1937,10,"SCBR2",227,0.18025982,"GRASS","Cover",1,29
"L3A",1938,1938,9,"EUPHO",1,2.5e-05,"","",1,15
"L3A",1938,1938,9,"SCBR2",181,0.18770214,"GRASS","Cover",1,15
"L3A",1939,1940,1,"OENOT",1,2.5e-05,"","",1,4
"L3A",1939,1940,1,"SCBR2",155,0.19879104,"GRASS","Cover",1,4
"L3A",1940,1941,4,"ASTRA",2,5e-05,"","",1,16
"L3A",1940,1941,4,"SCBR2",161,0.25310789,"GRASS","Cover",1,16
"L3A",1942,1943,1,"SCBR2",67,0.38643135,"GRASS","Cover",1,29
"L3A",1943,1943,10,"SCBR2",144,0.13013155,"GRASS","Cover",1,29
"L3A",1944,1944,9,"SCBR2",171,0.19585545,"GRASS","Cover",1,12
"L3A",1945,1945,9,"SCBR2",154,0.2789343,"GRASS","Cover",1,25
"L3A",1946,1947,2,"SCBR2",157,0.24999589,"GRASS","Cover",1,13
"L3A",1947,1948,1,"ASTRA",1,2.5e-05,"","",1,23
"L3A",1947,1948,1,"SCBR2",174,0.21650988,"GRASS","Cover",1,23
"L3A",1949,1949,8,"SCBR2",309,0.13245065,"GRASS","Cover",1,26
"L3A",1954,1954,11,"SCBR2",53,0.027376,"GRASS","Cover",1,29
"L3A",1956,1956,8,"SCBR2",96,0.09349675,"GRASS","Cover",1,14
"L3A",1957,1957,8,"SCBR2",102,0.09055961,"GRASS","Cover",1,6
"L3A",1958,1958,11,"SCBR2",90,0.1392727,"GRASS","Cover",1,4
"L3A",1960,1960,8,"SCBR2",82,0.30223318,"GRASS","Cover",1,26
"L3A",1966,1966,10,"SCBR2",95,0.30202025,"GRASS","Cover",1,18
"L3A",1968,1968,8,"SCBR2",100,0.27076063,"GRASS","Cover",1,20
"L3A",1976,1976,8,"SCBR2",75,0.30051655,"GRASS","Cover",1,3
"L3A",1976,1976,8,"SPHAE",1,2.5e-05,"","",1,3
"L3A",1977,1977,8,"SCBR2",34,0.27112388,"GRASS","Cover",1,12
"L3A",1995,1995,10,"HOFFM",4,1e-04,"","",1,12
"L3A",1995,1995,10,"PHAU13",1,2.5e-05,"FORB","PerennialForb",1,12
"L3A",1995,1995,10,"PLMU3",7,0.005357780865779,"GRASS","Cover",1,12
"L3A",1995,1995,10,"SCBR2",66,0.0318264816218,"GRASS","Cover",1,12
"L3A",1995,1995,10,"SPHAE",2,5e-05,"","",1,12
"L3A",2001,2001,10,"HOFFM",5,0.000125,"","",1,17
"L3A",2001,2001,10,"PHAU13",1,2.5e-05,"FORB","PerennialForb",1,17
"L3A",2001,2001,10,"PLMU3",8,0.008007779879399,"GRASS","Cover",1,17
"L3A",2001,2001,10,"SCBR2",92,0.068437860076143,"GRASS","Cover",1,17
"L3A",2006,2006,11,"HOFFM",5,0.000125,"","",1,29
"L3A",2006,2006,11,"PLMU3",69,0.020550629980912,"GRASS","Cover",1,29
"L3A",2006,2006,11,"SCBR2",76,0.020944980002993,"GRASS","Cover",1,29
"L3A",2011,2011,11,"PLMU3",75,0.043159365174423,"GRASS","Cover",1,17
"L3A",2011,2011,11,"SCBR2",10,0.002495700017357,"GRASS","Cover",1,17
"L3A",2016,2016,10,"PHEME",3,7.5e-05,"","",1,12
"L3A",2016,2016,10,"PLMU3",89,0.013525620013307,"GRASS","Cover",1,12
"L3A",2016,2016,10,"SCBR2",15,0.002992089991344,"GRASS","Cover",1,12
"L4",1916,1916,9,"SCBR2",51,0.04190818,"GRASS","Cover",1,6
"L4",1916,1916,9,"SPORO",7,0.04633442,"GRASS","Cover",1,6
"L4",1918,1918,9,"POJA5",7,0.000175,"FORB","PerennialForb",1,11
"L4",1918,1918,9,"SCBR2",43,0.0123396,"GRASS","Cover",1,11
"L4",1918,1918,9,"SPORO",19,0.0066115,"GRASS","Cover",1,11
"L4",1919,1919,9,"SCBR2",119,0.02352765,"GRASS","Cover",1,27
"L4",1919,1919,9,"SPORO",19,0.009844,"GRASS","Cover",1,27
"L4",1920,1920,12,"SCBR2",88,0.01500315,"GRASS","Cover",1,8
"L4",1920,1920,12,"SPORO",18,0.008221,"GRASS","Cover",1,8
"L4",1921,1921,10,"POJA5",1,2.5e-05,"FORB","PerennialForb",1,6
"L4",1921,1921,10,"SCBR2",48,0.01930155,"GRASS","Cover",1,6
"L4",1921,1921,10,"SPORO",14,0.01000425,"GRASS","Cover",1,6
"L4",1922,1922,11,"POJA5",1,2.5e-05,"FORB","PerennialForb",1,1
"L4",1922,1922,11,"SCBR2",22,0.0035865,"GRASS","Cover",1,1
"L4",1922,1922,11,"SPORO",13,0.003427,"GRASS","Cover",1,1
"L4",1923,1923,10,"POJA5",3,7.5e-05,"FORB","PerennialForb",1,27
"L4",1923,1923,10,"SCBR2",39,0.010025,"GRASS","Cover",1,27
"L4",1923,1923,10,"SPORO",13,0.006775,"GRASS","Cover",1,27
"L4",1924,1924,10,"POJA5",1,2.5e-05,"FORB","PerennialForb",1,22
"L4",1924,1924,10,"SCBR2",43,0.0139092,"GRASS","Cover",1,22
"L4",1924,1924,10,"SPORO",12,0.0064995,"GRASS","Cover",1,22
"L4",1925,1925,11,"SCBR2",31,0.00691455,"GRASS","Cover",1,3
"L4",1925,1925,11,"SPORO",12,0.001724,"GRASS","Cover",1,3
"L4",1928,1928,8,"PHAU13",1,2.5e-05,"FORB","PerennialForb",1,14
"L4",1928,1928,8,"SCBR2",138,0.06552198,"GRASS","Cover",1,14
"L4",1928,1928,8,"SPORO",8,0.01287515,"GRASS","Cover",1,14
"L4",1929,1929,9,"POJA5",1,2.5e-05,"FORB","PerennialForb",1,6
"L4",1929,1929,9,"SCBR2",93,0.11465639,"GRASS","Cover",1,6
"L4",1929,1929,9,"SPORO",6,0.0309725,"GRASS","Cover",1,6
"L4",1930,1930,9,"POJA5",2,5e-05,"FORB","PerennialForb",1,3
"L4",1930,1930,9,"SCBR2",79,0.09174215,"GRASS","Cover",1,3
"L4",1930,1930,9,"SPORO",9,0.0267648,"GRASS","Cover",1,3
"L4",1931,1931,9,"SCBR2",157,0.095821,"GRASS","Cover",1,19
"L4",1931,1931,9,"SPORO",8,0.02433011,"GRASS","Cover",1,19
"L4",1932,1932,11,"MIRU5",3,7.5e-05,"FORB","PerennialForb",1,4
"L4",1932,1932,11,"SCBR2",110,0.09464849,"GRASS","Cover",1,4
"L4",1932,1932,11,"SPORO",14,0.01846669,"GRASS","Cover",1,4
"L4",1933,1933,10,"SCBR2",136,0.1082923,"GRASS","Cover",1,30
"L4",1933,1933,10,"SPORO",12,0.03818575,"GRASS","Cover",1,30
"L4",1934,1934,10,"SCBR2",128,0.07338401,"GRASS","Cover",1,2
"L4",1934,1934,10,"SPORO",13,0.0127683,"GRASS","Cover",1,2
"L4",1935,1935,10,"POJA5",1,2.5e-05,"FORB","PerennialForb",1,30
"L4",1935,1935,10,"SCBR2",56,0.02149578,"GRASS","Cover",1,30
"L4",1935,1935,10,"SPORO",4,0.0007375,"GRASS","Cover",1,30
"L4",1936,1936,10,"HOFFM",2,5e-05,"","",1,9
"L4",1936,1936,10,"PHAU13",2,5e-05,"FORB","PerennialForb",1,9
"L4",1936,1936,10,"SCBR2",135,0.06165405,"GRASS","Cover",1,9
"L4",1936,1936,10,"SPORO",3,0.00188175,"GRASS","Cover",1,9
"L4",1937,1937,11,"HOFFM",1,2.5e-05,"","",1,19
"L4",1937,1937,11,"SCBR2",162,0.06691627,"GRASS","Cover",1,19
"L4",1937,1937,11,"SPORO",3,0.00460725,"GRASS","Cover",1,19
"L4",1938,1938,9,"HOFFM",2,5e-05,"","",1,15
"L4",1938,1938,9,"SCBR2",87,0.11287483,"GRASS","Cover",1,15
"L4",1938,1938,9,"SPORO",3,0.00809595,"GRASS","Cover",1,15
"L4",1939,1940,1,"HOFFM",2,5e-05,"","",1,4
"L4",1939,1940,1,"SCBR2",72,0.07857199,"GRASS","Cover",1,4
"L4",1939,1940,1,"SPORO",3,0.005333,"GRASS","Cover",1,4
"L4",1940,1941,4,"HOFFM",2,5e-05,"","",1,16
"L4",1940,1941,4,"SCBR2",109,0.10893119,"GRASS","Cover",1,16
"L4",1940,1941,4,"SPORO",3,0.00796126,"GRASS","Cover",1,16
"L4",1942,1943,1,"SCBR2",130,0.19124961,"GRASS","Cover",1,29
"L4",1942,1943,1,"SPORO",4,0.0069287,"GRASS","Cover",1,29
"L4",1943,1943,10,"SCBR2",135,0.1046254,"GRASS","Cover",1,29
"L4",1943,1943,10,"SPORO",7,0.0062015,"GRASS","Cover",1,29
"L4",1944,1944,9,"MIRU5",2,5e-05,"FORB","PerennialForb",1,12
"L4",1944,1944,9,"SCBR2",163,0.1103161,"GRASS","Cover",1,12
"L4",1944,1944,9,"SPORO",5,0.00513645,"GRASS","Cover",1,12
"L4",1945,1945,9,"SCBR2",149,0.11594982,"GRASS","Cover",1,25
"L4",1945,1945,9,"SPORO",8,0.00604719,"GRASS","Cover",1,25
"L4",1946,1947,2,"SCBR2",118,0.07742074,"GRASS","Cover",1,13
"L4",1946,1947,2,"SPORO",8,0.00579565,"GRASS","Cover",1,13
"L4",1947,1948,1,"SCBR2",110,0.05184365,"GRASS","Cover",1,23
"L4",1947,1948,1,"SPORO",8,0.00369465,"GRASS","Cover",1,23
"L4",1949,1949,8,"MIRU5",2,5e-05,"FORB","PerennialForb",1,26
"L4",1949,1949,8,"SCBR2",59,0.01941904,"GRASS","Cover",1,26
"L4",1949,1949,8,"SPORO",7,0.002823,"GRASS","Cover",1,26
"L4",1951,1951,8,"SCBR2",101,0.035952,"GRASS","Cover",1,31
"L4",1951,1951,8,"SPORO",6,0.0055365,"GRASS","Cover",1,31
"L4",1952,1952,10,"SCBR2",34,0.02175065,"GRASS","Cover",1,10
"L4",1952,1952,10,"SPORO",1,0.0007415,"GRASS","Cover",1,10
"L4",1954,1954,11,NA,NA,NA,NA,NA,0,29
"L4",1956,1956,8,"SCBR2",8,0.00551605,"GRASS","Cover",1,14
"L4",1957,1957,8,"SCBR2",8,0.00398205,"GRASS","Cover",1,6
"L4",1960,1960,8,"SCBR2",31,0.0294467,"GRASS","Cover",1,25
"L4",1966,1966,10,"SCBR2",53,0.0518915,"GRASS","Cover",1,18
"L4",1968,1968,8,"MIRU5",2,5e-05,"FORB","PerennialForb",1,20
"L4",1968,1968,8,"SCBR2",92,0.0779231,"GRASS","Cover",1,20
"L4",1970,1970,8,"EUPHO",4,1e-04,"","",1,14
"L4",1970,1970,8,"SCBR2",68,0.10548616,"GRASS","Cover",1,14
"L4",1971,1971,8,"SCBR2",39,0.104908,"GRASS","Cover",1,16
"L4",1975,1975,8,"SCBR2",36,0.14846675,"GRASS","Cover",1,7
"L4",1976,1976,8,"SCBR2",72,0.22623176,"GRASS","Cover",1,3
"L4",1977,1977,8,"SCBR2",51,0.27486678,"GRASS","Cover",1,12
"L4",1995,1995,10,"HOFFM",19,0.000475,"","",1,12
"L4",1995,1995,10,"SCBR2",76,0.135059096175052,"GRASS","Cover",1,12
"L4",2001,2001,10,"HOFFM",9,0.000225,"","",1,17
"L4",2001,2001,10,"SCBR2",83,0.120549279726722,"GRASS","Cover",1,17
"L4",2006,2006,11,"HOFFM",28,7e-04,"","",1,29
"L4",2006,2006,11,"SCBR2",152,0.111786880020363,"GRASS","Cover",1,29
"L4",2011,2011,11,"HOFFM",26,0.00065,"","",1,17
"L4",2011,2011,11,"SCBR2",83,0.023016664929785,"GRASS","Cover",1,17
"L4",2016,2016,10,"HOFFM",20,5e-04,"","",1,12
"L4",2016,2016,10,"SCBR2",44,0.00786834999535,"GRASS","Cover",1,12
"L5",1916,1916,9,"ACNA2",1,2.5e-05,"FORB","PerennialForb",1,6
"L5",1916,1916,9,"BOER4",60,0.073350670053599,"GRASS","Cover",1,6
"L5",1916,1916,9,"SPORO",1,0.001570379998281,"GRASS","Cover",1,6
"L5",1918,1919,4,"ACNA2",4,1e-04,"FORB","PerennialForb",1,7
"L5",1918,1919,4,"BOER4",31,0.006572914986271,"GRASS","Cover",1,7
"L5",1918,1919,4,"SPORO",1,0.00014278499946,"GRASS","Cover",1,7
"L5",1919,1919,9,"ACNA2",7,0.000175,"FORB","PerennialForb",1,27
"L5",1919,1919,9,"BOER4",35,0.011374424957993,"GRASS","Cover",1,27
"L5",1919,1919,9,"SPORO",1,0.000183794985859,"GRASS","Cover",1,27
"L5",1920,1920,12,"ACNA2",5,0.000125,"FORB","PerennialForb",1,8
"L5",1920,1920,12,"BOER4",44,0.010976495095643,"GRASS","Cover",1,8
"L5",1921,1921,10,"BOER4",36,0.016507170066029,"GRASS","Cover",1,6
"L5",1922,1922,11,"ACNA2",2,5e-05,"FORB","PerennialForb",1,4
"L5",1922,1922,11,"BOER4",15,0.004933874956718,"GRASS","Cover",1,4
"L5",1923,1923,10,"ACNA2",3,7.5e-05,"FORB","PerennialForb",1,27
"L5",1923,1923,10,"BOER4",5,0.000742209999133,"GRASS","Cover",1,27
"L5",1923,1923,10,"ERHI3",7,0.000175,"FORB","PerennialForb",1,27
"L5",1923,1923,10,"SPORO",1,0.00020202997145,"GRASS","Cover",1,27
"L5",1924,1924,10,"ACNA2",1,2.5e-05,"FORB","PerennialForb",1,23
"L5",1925,1925,11,NA,NA,NA,NA,NA,0,3
"L5",1928,1928,8,"PHAU13",1,2.5e-05,"FORB","PerennialForb",1,14
"L5",1929,1929,9,"PHAU13",1,2.5e-05,"FORB","PerennialForb",1,6
"L5",1930,1930,9,"PHAU13",1,2.5e-05,"FORB","PerennialForb",1,3
"L5",1931,1931,9,"ACNA2",1,2.5e-05,"FORB","PerennialForb",1,19
"L5",1932,1932,11,"ACNA2",1,2.5e-05,"FORB","PerennialForb",1,4
"L5",1933,1933,10,NA,NA,NA,NA,NA,0,30
"L5",1934,1934,10,NA,NA,NA,NA,NA,0,2
"L5",1935,1935,10,NA,NA,NA,NA,NA,0,30
"L5",1936,1936,10,NA,NA,NA,NA,NA,0,9
"L5",1937,1937,11,NA,NA,NA,NA,NA,0,19
"L5",1938,1938,9,NA,NA,NA,NA,NA,0,15
"L5",1939,1940,1,NA,NA,NA,NA,NA,0,4
"L5",1940,1941,4,NA,NA,NA,NA,NA,0,16
"L5",1942,1943,1,NA,NA,NA,NA,NA,0,29
"L5",1951,1951,8,NA,NA,NA,NA,NA,0,31
"L5",1952,1952,10,NA,NA,NA,NA,NA,0,10
"L5",1975,1975,8,NA,NA,NA,NA,NA,0,7
"L5",1976,1976,8,NA,NA,NA,NA,NA,0,3
"L5",1995,1995,10,NA,NA,NA,NA,NA,0,24
"L5",2001,2001,10,NA,NA,NA,NA,NA,0,17
"L5",2006,2006,12,NA,NA,NA,NA,NA,0,13
"L5",2011,2012,1,NA,NA,NA,NA,NA,0,27
"L5",2016,2016,10,"CHER2",2,5e-05,"FORB","PerennialForb",1,12
"M5",1915,1915,8,"BOER4",101,0.09437095,"GRASS","Cover",1,28
"M5",1916,1916,9,"BAAB",1,2.5e-05,"FORB","PerennialForb",1,25
"M5",1916,1916,9,"BOER4",66,0.055459,"GRASS","Cover",1,25
"M5",1916,1916,9,"EUPHO",4,1e-04,"","",1,25
"M5",1917,1917,10,"ACOUR",5,0.000125,"FORB","",1,13
"M5",1917,1917,10,"BOER4",64,0.0445698,"GRASS","Cover",1,13
"M5",1918,1919,4,"ACOUR",21,0.000525,"FORB","",1,19
"M5",1918,1919,4,"BOER4",52,0.02554705,"GRASS","Cover",1,19
"M5",1919,1919,10,"BOER4",84,0.032451,"GRASS","Cover",1,23
"M5",1920,1920,11,"ACOUR",17,0.000425,"FORB","",1,24
"M5",1920,1920,11,"BOER4",90,0.05339177,"GRASS","Cover",1,24
"M5",1920,1920,11,"DAPU7",1,0.0003727,"GRASS","Cover",1,24
"M5",1921,1921,11,"ACOUR",13,0.000325,"FORB","",1,10
"M5",1921,1921,11,"BOER4",55,0.0542511,"GRASS","Cover",1,10
"M5",1922,1922,10,"ACOUR",4,1e-04,"FORB","",1,26
"M5",1922,1922,10,"BOER4",46,0.0223794,"GRASS","Cover",1,26
"M5",1924,1924,11,"ACOUR",3,7.5e-05,"FORB","",1,14
"M5",1924,1924,11,"ALIN",1,2.5e-05,"FORB","PerennialForb",1,14
"M5",1924,1924,11,"BAAB",6,0.00015,"FORB","PerennialForb",1,14
"M5",1924,1924,11,"BOER4",26,0.01121315,"GRASS","Cover",1,14
"M5",1924,1924,11,"DAPU7",3,0.000862,"GRASS","Cover",1,14
"M5",1924,1924,11,"SOEL",3,7.5e-05,"FORB","PerennialForb",1,14
"M5",1925,1925,10,"ACOUR",24,6e-04,"FORB","",1,28
"M5",1925,1925,10,"BAAB",5,0.000125,"FORB","PerennialForb",1,28
"M5",1925,1925,10,"BOER4",17,0.009732,"GRASS","Cover",1,28
"M5",1925,1925,10,"CRPO5",2,5e-05,"FORB","PerennialForb",1,28
"M5",1925,1925,10,"DAPU7",3,0.002402,"GRASS","Cover",1,28
"M5",1925,1925,10,"EUPHO",1,2.5e-05,"","",1,28
"M5",1926,1926,9,"ACOUR",19,0.000475,"FORB","",1,28
"M5",1926,1926,9,"BAAB",6,0.00015,"FORB","PerennialForb",1,28
"M5",1926,1926,9,"BOER4",16,0.01578371,"GRASS","Cover",1,28
"M5",1926,1926,9,"CRPO5",2,5e-05,"FORB","PerennialForb",1,28
"M5",1926,1926,9,"DAPU7",7,0.0064715,"GRASS","Cover",1,28
"M5",1927,1927,11,"ACOUR",4,1e-04,"FORB","",1,4
"M5",1927,1927,11,"BAAB",13,0.000325,"FORB","PerennialForb",1,4
"M5",1927,1927,11,"BOER4",13,0.018537,"GRASS","Cover",1,4
"M5",1927,1927,11,"CRPO5",1,2.5e-05,"FORB","PerennialForb",1,4
"M5",1927,1927,11,"DAPU7",22,0.0020925,"GRASS","Cover",1,4
"M5",1928,1928,10,"ACOUR",3,7.5e-05,"FORB","",1,8
"M5",1928,1928,10,"BAAB",5,0.000125,"FORB","PerennialForb",1,8
